tabla_evento;columna;valor;descripcion;nota
s__general__zendesk_macros_usage__event;macro_id;360227006332;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360227006372;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360227007752;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360227007772;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360227008572;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360227008732;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360227008852;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360227009512;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360227009992;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360227010032;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360227016472;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360227016592;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360227017272;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360227017372;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360227017392;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360227017532;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360227018151;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360227018271;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360227018992;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360227019632;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360227019712;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360227019911;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360227019951;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360227022231;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360227022351;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360227022611;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360227022811;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360227022891;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360227022911;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360227023591;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360227024211;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360227030431;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360227030791;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360227031891;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360227032111;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360227032791;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360227033671;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360227034011;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360227036692;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360227038932;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360227039632;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360227039772;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360227039812;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360227039872;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360227040552;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360227040872;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360227041252;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360227041672;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360227042172;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360227042772;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360227045892;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360227045952;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360227047592;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360227048152;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360227048892;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360227049572;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360227049732;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360227049832;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360227049872;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360227050392;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360227050472;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360227050592;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360227050652;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360227050712;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360227050732;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360227050752;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360227051091;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360227051191;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360227051551;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360227051671;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360227051711;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360227051851;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360227051892;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360227052071;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360227052092;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360227052191;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360227052611;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360227052851;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360227052931;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360227052991;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360227053051;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360227053111;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360227053132;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360227053272;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360227053312;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360227053332;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360227053411;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360227053792;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360227053872;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360227053912;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360227053931;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360227053951;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360227053972;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360227054031;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360227054071;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360227054111;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360227054172;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360227054212;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360227054252;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360227054272;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360227054352;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360227055012;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360227055112;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360227055152;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360227055732;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360227055752;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360227055792;"Id de macro (si aplica; puede ser null en algunos lados)";
